"% Kept,""Avg top 1% Recall"",""Recall@1"",""Recall@2"",""Recall@3"",""Recall@4"",""Recall@5"",""Recall@6"",""Recall@7"",""Recall@8"",""Recall@9"",""Recall@10"",""Recall@11"",""Recall@12"",""Recall@13"",""Recall@14"",""Recall@15"",""Recall@16"",""Recall@17"",""Recall@18"",""Recall@19"",""Recall@20"",""Recall@21"",""Recall@22"",""Recall@23"",""Recall@24"",""Recall@25"""
"100,""78.72827915019903"",""69.9249214590617"",""78.72827915019903"",""82.61195488028258"",""85.05706603699933"",""87.02428147892209"",""88.3099068639614"",""89.69489772479274"",""90.72812600406536"",""91.48330857873432"",""92.36589975720784"",""92.79444410948761"",""93.14722575215204"",""93.57602645592212"",""94.02956440537301"",""94.35734860530411"",""94.81101347119127"",""95.13930272162743"",""95.31607808951955"",""95.59297525931458"",""95.97037874858577"",""96.19727463008526"",""96.37392310086554"",""96.5248088620305"",""96.65069462319545"",""96.82632659013677"""
"90,""78.36815014751114"",""69.43156424581007"",""78.36815014751116"",""82.24998256369484"",""84.81768599306733"",""86.80019737897462"",""88.11151737702173"",""89.50648107463435"",""90.53893526946067"",""91.29189246681872"",""92.18576465172724"",""92.63254730469596"",""93.02314843875322"",""93.470086274838"",""93.94433110846079"",""94.25160065281527"",""94.75362500784635"",""95.11691565710461"",""95.28498594633803"",""95.5638552368199"",""95.95430118776113"",""96.2053909568347"",""96.37330606295205"",""96.54059520571354"",""96.65232879291948"",""96.8193075694488"""
"80,""78.50614998805827"",""69.60887120850252"",""78.50614998805827"",""82.49858938380703"",""85.07569560544542"",""86.96156008677653"",""88.1858381100231"",""89.59939246477191"",""90.57387200461747"",""91.42136872064324"",""92.33353982565083"",""92.74275286601386"",""93.08788362789588"",""93.52814763951915"",""94.03071013454343"",""94.2824864660457"",""94.78505144892924"",""95.19406297269326"",""95.35169622243453"",""95.66557947217579"",""96.01110580367808"",""96.19939445505932"",""96.38847673354033"",""96.51406884404109"",""96.6082119258021"",""96.76485749542235"""
"70,""78.97621281856502"",""70.09354379850157"",""78.97621281856502"",""82.8234617275124"",""85.2312957087746"",""87.10032470917676"",""88.32081043239941"",""89.68621624439581"",""90.58501645888256"",""91.41108852048795"",""92.2744239391096"",""92.7425860553793"",""93.13724920684572"",""93.56891877802107"",""94.03604197387432"",""94.28810864351998"",""94.79120678612388"",""95.1509264637979"",""95.33130762470769"",""95.65454592847462"",""96.01349479422672"",""96.15686581169845"",""96.37322191935893"",""96.48113931215276"",""96.58879604391021"",""96.73165318676736"""
"60,""79.78011204481793"",""70.94502801120447"",""79.78011204481791"",""83.54866946778711"",""85.72514005602241"",""87.56652661064427"",""88.82107843137256"",""90.16106442577029"",""90.99824929971989"",""91.7093837535014"",""92.58998599439776"",""92.96708683473389"",""93.3018207282913"",""93.72093837535013"",""94.18172268907563"",""94.34943977591035"",""94.80987394957982"",""95.22934173669466"",""95.39740896358542"",""95.69012605042016"",""96.02485994397759"",""96.15056022408962"",""96.40196078431373"",""96.44362745098039"",""96.52731092436974"",""96.69397759103641"""
"50,""80.1348484848485"",""71.28232323232324"",""80.1348484848485"",""83.95858585858586"",""86.12070707070707"",""87.72878787878787"",""88.93434343434343"",""90.29292929292929"",""91.14797979797979"",""91.80050505050504"",""92.65707070707069"",""93.01010101010101"",""93.36161616161618"",""93.81464646464647"",""94.16666666666666"",""94.31767676767676"",""94.76969696969697"",""95.17323232323233"",""95.37525252525253"",""95.67676767676767"",""95.92828282828283"",""96.02878787878788"",""96.33080808080807"",""96.38080808080807"",""96.43080808080808"",""96.58080808080807"""
"40,""81.11550632911391"",""73.07594936708861"",""81.11550632911391"",""84.94145569620255"",""87.0743670886076"",""88.70490506329114"",""89.83465189873417"",""91.1511075949367"",""92.09256329113924"",""92.78243670886077"",""93.47072784810128"",""93.78560126582279"",""94.03560126582279"",""94.4121835443038"",""94.8496835443038"",""94.97626582278481"",""95.41455696202532"",""95.79034810126582"",""96.04272151898734"",""96.35759493670886"",""96.54667721518987"",""96.54667721518987"",""96.67325949367088"",""96.73575949367088"",""96.79825949367088"",""96.92325949367088"""
"30,""82.66666666666667"",""75.08333333333334"",""82.66666666666667"",""86.08333333333334"",""87.66666666666667"",""89.41666666666666"",""90.83333333333333"",""92.08333333333331"",""92.91666666666666"",""93.75"",""94.24999999999999"",""94.58333333333331"",""94.83333333333331"",""95.08333333333333"",""95.24999999999999"",""95.41666666666664"",""95.66666666666666"",""95.99999999999999"",""96.16666666666666"",""96.41666666666664"",""96.58333333333331"",""96.58333333333331"",""96.74999999999997"",""96.83333333333331"",""96.83333333333331"",""96.91666666666664"""
"20,""83.625"",""76.375"",""83.625"",""86.875"",""88.375"",""89.75"",""91.375"",""92.75"",""93.75"",""94.5"",""95"",""95.125"",""95.5"",""95.75"",""95.875"",""96"",""96.375"",""96.625"",""96.75"",""96.875"",""97"",""97"",""97.125"",""97.25"",""97.25"",""97.25"""
"10,""84"",""76.75"",""84"",""86"",""87.5"",""89.25"",""91.5"",""93"",""93.75"",""94.25"",""94.75"",""95"",""95.25"",""95.75"",""96"",""96"",""96.5"",""96.75"",""96.75"",""97"",""97"",""97"",""97"",""97"",""97"",""97"""
