"% Kept,""Avg top 1% Recall"",""Recall@1"",""Recall@2"",""Recall@3"",""Recall@4"",""Recall@5"",""Recall@6"",""Recall@7"",""Recall@8"",""Recall@9"",""Recall@10"",""Recall@11"",""Recall@12"",""Recall@13"",""Recall@14"",""Recall@15"",""Recall@16"",""Recall@17"",""Recall@18"",""Recall@19"",""Recall@20"",""Recall@21"",""Recall@22"",""Recall@23"",""Recall@24"",""Recall@25"""
"100,""82.86216216216216"",""66.86576576576577"",""77.14234234234233"",""82.86216216216215"",""85.48198198198197"",""87.2963963963964"",""89.17567567567569"",""90.18468468468468"",""90.79009009009008"",""91.86576576576576"",""92.46936936936936"",""92.6045045045045"",""93.00990990990991"",""93.07747747747746"",""93.34594594594594"",""93.54774774774774"",""94.28738738738737"",""94.48918918918916"",""94.75765765765763"",""94.82432432432431"",""95.02612612612612"",""95.36126126126126"",""95.62972972972975"",""95.82972972972973"",""95.8972972972973"",""96.23333333333335"""
"90,""83.16176470588235"",""66.91505706760316"",""77.21795434591748"",""83.16176470588236"",""85.90539947322213"",""87.68656716417908"",""89.61259877085162"",""90.65298507462686"",""91.32133450395082"",""92.28489903424055"",""92.876426690079"",""93.0256804214223"",""93.47344161545212"",""93.54806848112376"",""93.84438103599646"",""94.06716417910447"",""94.73441615452151"",""94.88257243195784"",""95.17888498683054"",""95.17888498683054"",""95.3270412642669"",""95.6968832309043"",""95.993195785777"",""96.06672519754169"",""96.06672519754169"",""96.43766461808603"""
"80,""81.91666666666667"",""65.08333333333333"",""76.16666666666666"",""81.91666666666667"",""84.91666666666667"",""86.83333333333334"",""88.66666666666667"",""89.83333333333334"",""90.58333333333333"",""91.58333333333334"",""92.25"",""92.33333333333333"",""92.83333333333334"",""92.91666666666667"",""93.16666666666666"",""93.41666666666667"",""94.16666666666669"",""94.33333333333334"",""94.66666666666669"",""94.66666666666669"",""94.83333333333334"",""95.25000000000003"",""95.58333333333334"",""95.66666666666669"",""95.66666666666669"",""96.08333333333334"""
"70,""80.53701015965167"",""63.838896952104506"",""74.99274310595067"",""80.53701015965167"",""83.68468795355588"",""85.59506531204644"",""87.40566037735849"",""88.64840348330915"",""89.50834542815677"",""90.55515239477504"",""91.31531204644412"",""91.41146589259796"",""91.98838896952103"",""92.0845428156749"",""92.37119013062409"",""92.65783744557329"",""93.51596516690859"",""93.70645863570394"",""94.08744557329464"",""94.08744557329464"",""94.27793904209"",""94.75326560232223"",""95.13425253991294"",""95.22859216255446"",""95.22859216255446"",""95.70573294629901"""
"60,""79.44444444444444"",""61.777777777777786"",""73.66666666666666"",""79.44444444444443"",""82.66666666666667"",""84.66666666666669"",""86.66666666666667"",""88"",""88.77777777777777"",""89.77777777777779"",""90.44444444444444"",""90.55555555555556"",""91.22222222222223"",""91.33333333333334"",""91.66666666666667"",""92.00000000000001"",""92.88888888888891"",""93.11111111111113"",""93.44444444444449"",""93.44444444444449"",""93.6666666666667"",""94.22222222222224"",""94.66666666666669"",""94.7777777777778"",""94.7777777777778"",""95.11111111111113"""
"50,""77.53911806543384"",""59.3456614509246"",""71.64295874822189"",""77.53911806543384"",""81.00995732574678"",""83.15433854907538"",""85.5583214793741"",""87.03058321479374"",""87.96941678520626"",""89.03627311522048"",""89.83285917496444"",""89.96799431009957"",""90.64366998577525"",""90.77880512091039"",""91.18065433854908"",""91.58250355618776"",""92.51422475106685"",""92.7809388335704"",""93.1827880512091"",""93.1827880512091"",""93.44950213371266"",""94.1145092460882"",""94.51635846372689"",""94.6479374110953"",""94.6479374110953"",""95.0533428165007"""
"40,""76.5"",""58.166666666666664"",""71.16666666666666"",""76.5"",""80"",""82.00000000000001"",""84.66666666666667"",""86.16666666666667"",""87.16666666666667"",""88.50000000000001"",""89.50000000000001"",""89.66666666666667"",""90.33333333333334"",""90.50000000000001"",""91"",""91.5"",""92.66666666666669"",""93.00000000000001"",""93.50000000000001"",""93.50000000000001"",""93.66666666666669"",""94.16666666666667"",""94.33333333333334"",""94.5"",""94.5"",""95"""
"30,""75.65217391304347"",""57.39130434782608"",""71.08695652173913"",""75.65217391304347"",""78.91304347826086"",""81.08695652173913"",""83.69565217391305"",""85.43478260869566"",""86.52173913043478"",""87.82608695652175"",""88.91304347826089"",""89.13043478260872"",""89.7826086956522"",""90.00000000000003"",""90.43478260869567"",""90.86956521739134"",""91.95652173913047"",""92.17391304347828"",""92.82608695652176"",""92.82608695652176"",""93.04347826086959"",""93.2608695652174"",""93.2608695652174"",""93.47826086956523"",""93.47826086956523"",""94.13043478260872"""
"20,""74"",""57.666666666666664"",""69.66666666666666"",""74.00000000000001"",""76.66666666666666"",""78.66666666666666"",""82.00000000000001"",""84.33333333333333"",""85.66666666666666"",""86.99999999999999"",""88"",""88.33333333333334"",""89.33333333333333"",""89.66666666666666"",""89.99999999999999"",""90.33333333333331"",""91.33333333333333"",""91.33333333333333"",""92.33333333333333"",""92.33333333333333"",""92.66666666666666"",""92.99999999999999"",""92.99999999999999"",""92.99999999999999"",""92.99999999999999"",""93.33333333333333"""
"10,""76.875"",""57.5"",""69.375"",""76.875"",""78.125"",""80"",""82.5"",""86.25"",""86.875"",""87.5"",""88.125"",""88.125"",""89.375"",""89.375"",""90"",""90.625"",""91.25"",""91.25"",""92.5"",""92.5"",""93.125"",""93.125"",""93.125"",""93.125"",""93.125"",""93.75"""
