"% Kept,""Avg top 1% Recall"",""Recall@1"",""Recall@2"",""Recall@3"",""Recall@4"",""Recall@5"",""Recall@6"",""Recall@7"",""Recall@8"",""Recall@9"",""Recall@10"",""Recall@11"",""Recall@12"",""Recall@13"",""Recall@14"",""Recall@15"",""Recall@16"",""Recall@17"",""Recall@18"",""Recall@19"",""Recall@20"",""Recall@21"",""Recall@22"",""Recall@23"",""Recall@24"",""Recall@25"""
"100,""91.36946386946389"",""77.64319014319014"",""86.2179487179487"",""89.11588411588411"",""91.36946386946389"",""92.91541791541792"",""93.94688644688647"",""94.84765234765237"",""95.10572760572762"",""95.62354312354314"",""96.01065601065602"",""96.46353646353646"",""96.97885447885449"",""97.23692973692974"",""97.49417249417249"",""97.68814518814517"",""98.00865800865799"",""98.07276057276056"",""98.20096570096568"",""98.26506826506825"",""98.3291708291708"",""98.3291708291708"",""98.5214785214785"",""98.5214785214785"",""98.7137862137862"",""98.7137862137862"""
"90,""90.65593561368209"",""76.70120724346079"",""85.4185110663984"",""88.31991951710259"",""90.6559356136821"",""92.28370221327968"",""93.41750503018109"",""94.40744466800804"",""94.69114688128771"",""95.26056338028167"",""95.61569416498992"",""96.11368209255532"",""96.6800804828974"",""96.96378269617708"",""97.24647887323945"",""97.45975855130787"",""97.81187122736421"",""97.88229376257547"",""98.023138832998"",""98.09356136820927"",""98.16398390342054"",""98.16398390342054"",""98.37525150905434"",""98.37525150905434"",""98.58651911468816"",""98.58651911468816"""
"80,""90.26369687660011"",""76.7562724014337"",""85.4710701484895"",""88.10547875064005"",""90.2636968766001"",""91.85995903737839"",""93.05811571940605"",""94.01433691756272"",""94.33435739887354"",""94.97695852534561"",""95.29697900665641"",""95.77828981054789"",""96.33640552995394"",""96.65642601126474"",""96.9751664106503"",""97.21582181259603"",""97.61264720942141"",""97.61264720942141"",""97.77137736815158"",""97.85074244751667"",""97.93010752688174"",""97.93010752688174"",""98.16820276497698"",""98.16820276497698"",""98.4062980030722"",""98.4062980030722"""
"70,""89.84848484848484"",""77.39057239057237"",""85.45286195286195"",""87.74074074074073"",""89.84848484848486"",""91.58754208754206"",""92.77609427609427"",""93.78114478114477"",""94.14814814814812"",""94.79292929292927"",""95.15993265993265"",""95.61952861952862"",""96.16666666666667"",""96.44107744107745"",""96.71548821548824"",""96.99158249158249"",""97.44612794612796"",""97.44612794612796"",""97.62794612794615"",""97.71885521885524"",""97.80976430976435"",""97.80976430976435"",""98.0824915824916"",""98.0824915824916"",""98.3552188552189"",""98.3552188552189"""
"60,""89.36170212765957"",""77.65957446808511"",""85.2127659574468"",""87.34042553191489"",""89.36170212765957"",""91.06382978723403"",""92.44680851063828"",""93.51063829787232"",""93.93617021276594"",""94.57446808510637"",""95"",""95.42553191489363"",""95.95744680851065"",""96.27659574468086"",""96.48936170212767"",""96.80851063829788"",""97.34042553191492"",""97.34042553191492"",""97.55319148936172"",""97.65957446808513"",""97.76595744680853"",""97.76595744680853"",""97.97872340425532"",""97.97872340425532"",""98.29787234042556"",""98.29787234042556"""
"50,""89.35897435897435"",""78.2051282051282"",""84.87179487179488"",""87.43589743589743"",""89.35897435897436"",""91.15384615384616"",""92.69230769230771"",""93.71794871794872"",""94.10256410256412"",""94.74358974358975"",""95.25641025641028"",""95.3846153846154"",""95.76923076923079"",""96.15384615384617"",""96.2820512820513"",""96.66666666666669"",""97.30769230769232"",""97.30769230769232"",""97.56410256410257"",""97.56410256410257"",""97.69230769230771"",""97.69230769230771"",""97.94871794871796"",""97.94871794871796"",""98.2051282051282"",""98.2051282051282"""
"40,""89.91935483870967"",""78.68951612903226"",""85.16633064516128"",""88.00907258064515"",""89.91935483870967"",""91.33568548387095"",""92.9133064516129"",""94.01713709677418"",""94.49596774193547"",""94.81854838709677"",""95.45362903225806"",""95.6149193548387"",""95.9274193548387"",""96.2399193548387"",""96.2399193548387"",""96.71875"",""97.5"",""97.5"",""97.8125"",""97.8125"",""97.96875"",""97.96875"",""98.28125"",""98.28125"",""98.59375"",""98.59375"""
"30,""89.16666666666666"",""76.66666666666667"",""84.16666666666669"",""87.5"",""89.16666666666666"",""90.62499999999999"",""92.08333333333331"",""93.12499999999997"",""93.74999999999997"",""93.9583333333333"",""94.79166666666664"",""94.99999999999997"",""95.41666666666664"",""95.83333333333331"",""95.83333333333331"",""96.24999999999997"",""97.29166666666666"",""97.29166666666666"",""97.49999999999999"",""97.49999999999999"",""97.70833333333333"",""97.70833333333333"",""98.12499999999999"",""98.12499999999999"",""98.54166666666666"",""98.54166666666666"""
"20,""88.4375"",""76.5625"",""82.5"",""86.5625"",""88.4375"",""89.6875"",""91.5625"",""92.8125"",""93.75"",""94.0625"",""94.6875"",""95"",""95.625"",""95.9375"",""95.9375"",""96.25"",""96.875"",""96.875"",""97.1875"",""97.1875"",""97.5"",""97.5"",""97.8125"",""97.8125"",""98.4375"",""98.4375"""
"10,""86.25"",""77.5"",""81.25"",""83.75"",""86.25"",""86.875"",""88.75"",""90"",""90.625"",""91.25"",""91.875"",""91.875"",""92.5"",""93.125"",""93.125"",""93.125"",""94.375"",""94.375"",""95"",""95"",""95"",""95"",""95.625"",""95.625"",""96.875"",""96.875"""
