"% Kept,""Avg top 1% Recall"",""Recall@1"",""Recall@2"",""Recall@3"",""Recall@4"",""Recall@5"",""Recall@6"",""Recall@7"",""Recall@8"",""Recall@9"",""Recall@10"",""Recall@11"",""Recall@12"",""Recall@13"",""Recall@14"",""Recall@15"",""Recall@16"",""Recall@17"",""Recall@18"",""Recall@19"",""Recall@20"",""Recall@21"",""Recall@22"",""Recall@23"",""Recall@24"",""Recall@25"""
"100,""95.5690943017551"",""86.21540483670161"",""92.13406103234871"",""94.44528650216174"",""95.64358486165611"",""96.38453871557584"",""96.9249945190136"",""97.31039363013116"",""97.63211150776051"",""97.83000392331226"",""98.03034599372337"",""98.18135607543894"",""98.33192337698307"",""98.47312541642538"",""98.57003880613885"",""98.64471711473932"",""98.72515853256851"",""98.77850914691568"",""98.82908521974724"",""98.88352017944676"",""98.92762480952086"",""98.97982011115799"",""99.03217644364702"",""99.0777755979047"",""99.11081730832771"",""99.14444538005783"""
"90,""95.45748364492678"",""85.94752591650874"",""91.9282794576437"",""94.294905756365"",""95.53355328917277"",""96.30591209867009"",""96.87205111153497"",""97.27241459126309"",""97.61271530767144"",""97.81526188207562"",""98.02874976726935"",""98.1843663252984"",""98.33389497854473"",""98.48199603303543"",""98.57711422840632"",""98.65097322494644"",""98.72771167425088"",""98.78534847627746"",""98.83479662443028"",""98.89355355766983"",""98.9389055526348"",""98.98996238246175"",""99.0427834604879"",""99.08253250087607"",""99.11559642561815"",""99.14196674547374"""
"80,""95.36599672301348"",""85.59562068793649"",""91.72792345279248"",""94.15225971577843"",""95.44509324776035"",""96.2462372616978"",""96.82799513447218"",""97.23852469038333"",""97.58492782671972"",""97.79084308964191"",""98.0115522287322"",""98.18237845280092"",""98.33847098770492"",""98.48977024648659"",""98.58703108627715"",""98.65601458985815"",""98.73221484092412"",""98.79314602218547"",""98.83863515144351"",""98.89856652043379"",""98.94377821098962"",""98.99089951918417"",""99.04823916556279"",""99.08881007316423"",""99.11391882467171"",""99.13739747564001"""
"70,""95.37181069359387"",""85.37854749268595"",""91.6501304759767"",""94.1222032155912"",""95.44674179956395"",""96.28286165176773"",""96.8660383339299"",""97.27684967598532"",""97.62208231883258"",""97.83846268440067"",""98.06853833344752"",""98.241271507515"",""98.38634440304247"",""98.53372379929677"",""98.6266618047679"",""98.70101457306383"",""98.77878172956473"",""98.84177443345223"",""98.88903894986093"",""98.95284735526694"",""98.99976484377454"",""99.04888764694046"",""99.10301902185375"",""99.14461742489478"",""99.16654384624755"",""99.1887181701709"""
"60,""95.36125035185066"",""85.394438084501"",""91.66607948764458"",""94.11755162923693"",""95.43274807867947"",""96.29124033464613"",""96.85616681408555"",""97.25281401964564"",""97.6145285791077"",""97.83468607595788"",""98.06850417685149"",""98.25388238694022"",""98.39420348193374"",""98.5369709107457"",""98.63427868089602"",""98.71582094525179"",""98.79060511629869"",""98.84827599822765"",""98.89524391845332"",""98.96203282250457"",""99.01375183754321"",""99.06288829315908"",""99.11385938726995"",""99.15125015950409"",""99.16886952431985"",""99.19190127109889"""
"50,""95.30640921828504"",""85.33340035001221"",""91.55530518170869"",""94.04866397790433"",""95.37976724737574"",""96.23787815146746"",""96.77398213437363"",""97.15815245511776"",""97.52172000608888"",""97.72959454129243"",""97.95959194419608"",""98.14951686969128"",""98.29932028226345"",""98.43629884955544"",""98.52834883589603"",""98.61665969393582"",""98.69751313001598"",""98.75445965060827"",""98.8045115493456"",""98.87478954417011"",""98.9239022436554"",""98.9676530515134"",""99.02562830354256"",""99.06719175954424"",""99.08561438491812"",""99.10996877869887"""
"40,""95.17524525608779"",""84.83126601676065"",""91.27534666998609"",""93.86676568739469"",""95.24344284596097"",""96.13911532067257"",""96.67721651916516"",""97.09019003177018"",""97.45269414531981"",""97.66899341423121"",""97.89739560865708"",""98.10909580515401"",""98.26401963308818"",""98.41581296983792"",""98.50840447436478"",""98.6061024307523"",""98.68646211086322"",""98.73813335200079"",""98.78080166528858"",""98.84885251121085"",""98.89437445511993"",""98.92929330565093"",""98.98166785628955"",""99.01796413679136"",""99.03374684496885"",""99.05354292765314"""
"30,""95.1489435616495"",""84.37919738125082"",""91.05803434701238"",""93.81511130019078"",""95.21391787765333"",""96.13667051384388"",""96.67932090239701"",""97.10738989245941"",""97.50891168406275"",""97.73855945679215"",""97.99119542055894"",""98.19620107451107"",""98.35825794162744"",""98.49085959430919"",""98.57287994933259"",""98.66018695676664"",""98.72468484861537"",""98.77155977679332"",""98.81737010498618"",""98.88079536864024"",""98.9163987225633"",""98.95735834063949"",""98.9944473185778"",""99.03777908387757"",""99.05894243384525"",""99.08045604231538"""
"20,""94.98193194850342"",""83.69512156767655"",""90.64734317573709"",""93.55768274551245"",""95.04121760149225"",""96.00867666657953"",""96.61651540070598"",""97.04540901694102"",""97.48495176505233"",""97.7185789757918"",""97.98257808254658"",""98.17565290155845"",""98.31174075415498"",""98.4539889433229"",""98.52991039817988"",""98.6355831876086"",""98.68820802958878"",""98.74377115711593"",""98.78925184390098"",""98.86702987407779"",""98.90385723961579"",""98.95641411413669"",""99.0048330864687"",""99.05358143956485"",""99.07586430967383"",""99.09990910545775"""
"10,""94.77103676955457"",""83.35292424966322"",""90.3744328793736"",""93.04595519763501"",""94.82967378471336"",""95.78259767241978"",""96.47545060341494"",""96.97557054276416"",""97.26913978643223"",""97.54876957693158"",""97.85792600021841"",""98.0904832979931"",""98.22266995191887"",""98.36832140191815"",""98.44483908713147"",""98.54502875253851"",""98.61634330754872"",""98.71059688006316"",""98.75638442585071"",""98.81661405129772"",""98.86019366009472"",""98.94644798547948"",""98.97938606189582"",""99.04526221472852"",""99.07458072230789"",""99.09104976051606"""
