"Dataset","Avg top 1% Recall","Recall@1","Recall@2","Recall@3","Recall@4","Recall@5","Recall@6","Recall@7","Recall@8","Recall@9","Recall@10","Recall@11","Recall@12","Recall@13","Recall@14","Recall@15","Recall@16","Recall@17","Recall@18","Recall@19","Recall@20","Recall@21","Recall@22","Recall@23","Recall@24","Recall@25"
"oxford","95.5690943017551","86.21540483670162","92.13406103234874","94.44528650216171","95.64358486165611","96.38453871557591","96.92499451901365","97.31039363013119","97.63211150776048","97.83000392331218","98.0303459937232","98.18135607543887","98.33192337698301","98.47312541642532","98.5700388061388","98.64471711473922","98.72515853256843","98.77850914691552","98.82908521974707","98.88352017944662","98.92762480952068","98.97982011115775","99.03217644364673","99.07777559790443","99.11081730832744","99.14444538005755"
"university","91.36946386946387","77.64319014319014","86.2179487179487","89.11588411588411","91.36946386946389","92.91541791541795","93.94688644688648","94.84765234765237","95.10572760572764","95.62354312354316","96.01065601065604","96.46353646353649","96.97885447885449","97.23692973692974","97.49417249417249","97.6881451881452","98.00865800865802","98.07276057276059","98.20096570096571","98.26506826506827","98.32917082917083","98.32917082917083","98.52147852147853","98.52147852147853","98.71378621378622","98.71378621378622"
"residential","82.86216216216218","66.86576576576577","77.14234234234235","82.86216216216218","85.48198198198197","87.29639639639639","89.17567567567566","90.1846846846847","90.79009009009009","91.86576576576576","92.46936936936936","92.6045045045045","93.00990990990991","93.07747747747747","93.34594594594594","93.54774774774775","94.28738738738738","94.48918918918919","94.75765765765765","94.82432432432431","95.02612612612612","95.36126126126126","95.62972972972975","95.82972972972973","95.8972972972973","96.23333333333333"
"business","78.72827915019903","69.92492145906171","78.72827915019901","82.61195488028255","85.05706603699934","87.02428147892206","88.3099068639614","89.69489772479278","90.72812600406536","91.48330857873432","92.36589975720783","92.79444410948761","93.14722575215202","93.57602645592212","94.02956440537302","94.35734860530411","94.81101347119125","95.13930272162742","95.31607808951954","95.59297525931457","95.97037874858577","96.19727463008527","96.37392310086555","96.5248088620305","96.65069462319546","96.82632659013677"
