"% Kept","Avg top 1% Recall","Recall@1","Recall@2","Recall@3","Recall@4","Recall@5","Recall@6","Recall@7","Recall@8","Recall@9","Recall@10","Recall@11","Recall@12","Recall@13","Recall@14","Recall@15","Recall@16","Recall@17","Recall@18","Recall@19","Recall@20","Recall@21","Recall@22","Recall@23","Recall@24","Recall@25"
"100","87.0990990990991","74.45675675675676","83.13603603603602","87.09909909909909","89.24324324324324","90.85585585585585","92.2666666666667","92.94144144144146","93.47657657657658","93.81441441441441","94.42072072072071","94.95765765765766","95.42882882882881","95.89909909909909","95.96666666666667","96.16756756756756","96.36846846846848","96.5027027027027","96.57027027027027","96.63783783783784","96.70450450450451","96.83963963963966","96.90630630630633","97.04054054054056","97.10720720720721","97.24234234234237"
"90","86.797629499561","74.8441615452151","83.16286215978928","86.79762949956101","88.93985952589992","90.5717734855136","91.98090430201933","92.65144863915717","93.16834942932397","93.46685689201053","94.13630377524143","94.72892888498681","95.24912203687444","95.69468832309042","95.76931518876206","95.99100087796312","96.21268656716416","96.36084284460051","96.43546971027214","96.51009657594379","96.51009657594379","96.65935030728706","96.65935030728706","96.80750658472341","96.88103599648812","97.0302897278314"
"80","86.08333333333333","73.75","82.08333333333333","86.08333333333333","88.41666666666667","89.99999999999999","91.16666666666666","91.91666666666666","92.5","92.83333333333331","93.58333333333334","94.25","94.83333333333334","95.33333333333334","95.41666666666667","95.66666666666666","95.83333333333333","96","96.08333333333334","96.16666666666666","96.16666666666666","96.33333333333333","96.33333333333333","96.49999999999999","96.58333333333333","96.74999999999999"
"70","85.97423802612482","73.26923076923077","82.15892597968066","85.97423802612482","88.25290275761975","89.78047895500727","90.82910014513787","91.59651669085632","92.16436865021771","92.54898403483308","93.31458635703919","93.88606676342525","94.45936139332368","95.03265602322207","95.03265602322207","95.22314949201744","95.4136429608128","95.60413642960815","95.70029027576199","95.79644412191584","95.79644412191584","95.98875181422352","95.98875181422352","96.17924528301887","96.27358490566039","96.27358490566039"
"60","86","72.66666666666666","82.22222222222223","86.00000000000001","88.44444444444443","89.99999999999999","91.11111111111111","91.7777777777778","92.33333333333334","92.66666666666669","93.33333333333334","94.00000000000001","94.44444444444446","95.11111111111111","95.11111111111111","95.33333333333334","95.55555555555557","95.7777777777778","95.7777777777778","95.7777777777778","95.7777777777778","96.00000000000001","96.00000000000001","96.22222222222223","96.33333333333334","96.33333333333334"
"50","85.97795163584637","72.450213371266","82.10526315789471","85.97795163584635","88.49928876244664","90.10668563300143","91.30512091038406","91.97724039829302","92.50711237553341","92.91251778093883","93.44594594594594","93.97937411095305","94.5199146514936","95.0533428165007","95.0533428165007","95.32005689900426","95.58677098150783","95.85348506401138","95.85348506401138","95.85348506401138","95.85348506401138","95.98862019914651","95.98862019914651","96.12019914651493","96.12019914651493","96.12019914651493"
"40","85.66666666666667","72.16666666666667","81.66666666666667","85.66666666666667","88","89.66666666666667","91.00000000000003","91.66666666666667","92.16666666666669","92.33333333333334","93.00000000000001","93.50000000000001","94.16666666666669","94.83333333333334","94.83333333333334","95.16666666666667","95.33333333333334","95.50000000000001","95.50000000000001","95.50000000000001","95.50000000000001","95.66666666666667","95.66666666666667","95.83333333333334","95.83333333333334","95.83333333333334"
"30","85.65217391304348","72.60869565217392","81.5217391304348","85.6521739130435","88.47826086956525","90.21739130434786","91.08695652173915","91.52173913043481","91.95652173913047","92.17391304347828","93.04347826086959","93.47826086956523","93.69565217391306","94.34782608695653","94.34782608695653","94.56521739130437","94.56521739130437","94.56521739130437","94.56521739130437","94.56521739130437","94.56521739130437","94.7826086956522","94.7826086956522","95.00000000000003","95.00000000000003","95.00000000000003"
"20","87","72.33333333333333","82.33333333333333","87.00000000000001","90.66666666666667","93","93.66666666666666","93.99999999999999","94.66666666666666","94.99999999999999","95.66666666666666","96","96.33333333333333","96.99999999999999","96.99999999999999","97.33333333333333","97.33333333333333","97.33333333333333","97.33333333333333","97.33333333333333","97.33333333333333","97.33333333333333","97.33333333333333","97.33333333333333","97.33333333333333","97.33333333333333"
"10","89.375","71.875","83.75","89.375","92.5","95.625","96.875","97.5","98.125","98.125","98.75","99.375","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
