"Dataset","Avg top 1% Recall","Recall@1","Recall@2","Recall@3","Recall@4","Recall@5","Recall@6","Recall@7","Recall@8","Recall@9","Recall@10","Recall@11","Recall@12","Recall@13","Recall@14","Recall@15","Recall@16","Recall@17","Recall@18","Recall@19","Recall@20","Recall@21","Recall@22","Recall@23","Recall@24","Recall@25"
"oxford","96.33936204104462","89.01529545912993","93.80972026300444","95.4590441933664","96.39914410510059","97.03407932665178","97.4338982644725","97.72991452833396","98.00429207083626","98.19591736565224","98.35365104209366","98.4969558655397","98.64706508616209","98.76249617401585","98.86589879766449","98.93819729569971","99.0048246649237","99.06181715905485","99.10377626018273","99.13791395846114","99.1760427844507","99.22223466513577","99.25787745577526","99.29219822516549","99.32205653848936","99.35519754517597"
"university","92.7872127872128","81.05144855144854","87.55827505827506","90.46203796203795","92.7872127872128","94.01182151182152","95.10656010656012","95.81585081585084","96.20129870129873","96.52264402264406","96.84565434565437","97.29437229437231","97.6806526806527","97.93872793872795","98.13103563103564","98.25924075924077","98.32334332334332","98.45238095238096","98.517316017316","98.58141858141857","98.58141858141857","98.58141858141857","98.7096237096237","98.77455877455877","98.77455877455877","98.77455877455877"
"residential","84.40900900900901","72.04414414414416","79.97297297297295","84.40900900900901","87.0990990990991","88.77657657657657","90.45765765765766","91.66756756756754","92.27117117117116","93.14594594594594","93.81711711711714","94.0855855855856","94.75855855855856","95.36306306306304","95.63153153153152","95.96846846846844","96.17027027027027","96.50540540540541","96.57207207207207","96.63873873873874","96.7054054054054","96.83963963963963","96.90630630630628","96.90630630630628","97.17477477477476","97.24144144144142"
"business","81.4228928895619","73.10126105454205","81.4228928895619","85.40705586590596","88.07805664867432","89.79147519374033","91.25604352326158","92.23749385805095","92.81743671312518","93.72388193338121","94.353565860374","94.88236273790633","95.26052893679288","95.66445015417034","95.96672801530082","96.39603123163374","96.59729514619191","96.82419358495807","97.0249524490112","97.30273536064675","97.37849293640433","97.42925435772412","97.50501193348171","97.68153221885463","97.75729108290776","97.80779742170834"
