"% Kept,""Avg top 1% Recall"",""Recall@1"",""Recall@2"",""Recall@3"",""Recall@4"",""Recall@5"",""Recall@6"",""Recall@7"",""Recall@8"",""Recall@9"",""Recall@10"",""Recall@11"",""Recall@12"",""Recall@13"",""Recall@14"",""Recall@15"",""Recall@16"",""Recall@17"",""Recall@18"",""Recall@19"",""Recall@20"",""Recall@21"",""Recall@22"",""Recall@23"",""Recall@24"",""Recall@25"""
"100,""92.78804528804531"",""81.05394605394605"",""88.72710622710623"",""91.43273393273395"",""92.78804528804531"",""93.75374625374627"",""94.7843822843823"",""95.23393273393275"",""95.81252081252083"",""96.26373626373626"",""96.71411921411922"",""97.22777222777223"",""97.42091242091243"",""97.87046287046287"",""97.9995004995005"",""98.19180819180819"",""98.19180819180819"",""98.32001332001332"",""98.38411588411589"",""98.51232101232101"",""98.64219114219114"",""98.64219114219114"",""98.83616383616385"",""98.96520146520147"",""99.02930402930403"",""99.0942390942391"""
"90,""92.4989939637827"",""81.58651911468813"",""88.60060362173036"",""91.29175050301811"",""92.49899396378268"",""93.27565392354124"",""94.40845070422536"",""94.90241448692151"",""95.53822937625753"",""96.03420523138831"",""96.45875251509054"",""97.02313883299799"",""97.23541247484908"",""97.72937625754525"",""97.8712273641851"",""98.0824949698189"",""98.0824949698189"",""98.22334004024144"",""98.2937625754527"",""98.43460764587525"",""98.57746478873239"",""98.57746478873239"",""98.79074446680082"",""98.86217303822937"",""98.93259557344064"",""99.0040241448692"""
"80,""92.18125960061445"",""81.23143881208395"",""88.18484383000512"",""91.21991807475678"",""92.18125960061444"",""93.05683563748079"",""94.33435739887354"",""94.89119303635434"",""95.60803891449052"",""96.08678955453148"",""96.48617511520737"",""97.04173067076292"",""97.20174091141833"",""97.75857654889913"",""97.8379416282642"",""98.07603686635943"",""98.07603686635943"",""98.15540194572452"",""98.23476702508961"",""98.39349718381975"",""98.5547875064004"",""98.5547875064004"",""98.79544290834613"",""98.87608806963644"",""98.87608806963644"",""98.95673323092676"""
"70,""92.22222222222223"",""81.31313131313132"",""88.18686868686868"",""91.11952861952862"",""92.2222222222222"",""93.13468013468011"",""94.32491582491582"",""94.78114478114477"",""95.6026936026936"",""96.06060606060605"",""96.5185185185185"",""97.06397306397305"",""97.24747474747474"",""97.79461279461279"",""97.88552188552187"",""97.97643097643098"",""97.97643097643098"",""98.06734006734006"",""98.15824915824915"",""98.24915824915824"",""98.34175084175084"",""98.34175084175084"",""98.61784511784512"",""98.71043771043772"",""98.71043771043772"",""98.80303030303031"""
"60,""92.02127659574468"",""81.80851063829789"",""87.76595744680851"",""90.74468085106382"",""92.02127659574468"",""92.87234042553192"",""94.04255319148936"",""94.57446808510636"",""95.4255319148936"",""95.95744680851062"",""96.48936170212767"",""97.12765957446808"",""97.3404255319149"",""97.9787234042553"",""97.9787234042553"",""98.08510638297872"",""98.08510638297872"",""98.19148936170212"",""98.29787234042553"",""98.40425531914893"",""98.51063829787233"",""98.51063829787233"",""98.82978723404254"",""98.82978723404254"",""98.82978723404254"",""98.82978723404254"""
"50,""91.28205128205128"",""80.51282051282051"",""86.66666666666666"",""89.87179487179486"",""91.2820512820513"",""92.30769230769234"",""93.58974358974362"",""94.23076923076925"",""95.25641025641028"",""95.89743589743593"",""96.53846153846156"",""97.30769230769232"",""97.56410256410257"",""98.33333333333334"",""98.33333333333334"",""98.46153846153848"",""98.46153846153848"",""98.5897435897436"",""98.71794871794873"",""98.84615384615385"",""98.97435897435898"",""98.97435897435898"",""99.23076923076924"",""99.23076923076924"",""99.23076923076924"",""99.23076923076924"""
"40,""90.38306451612904"",""80.20161290322581"",""86.0836693548387"",""88.79032258064515"",""90.38306451612901"",""91.47681451612901"",""92.89818548387095"",""93.5282258064516"",""94.62701612903224"",""95.41834677419354"",""96.05342741935483"",""96.99092741935483"",""97.30846774193547"",""97.93850806451613"",""97.93850806451613"",""98.09475806451613"",""98.09475806451613"",""98.25100806451613"",""98.40725806451613"",""98.56350806451613"",""98.72479838709677"",""98.72479838709677"",""99.04233870967741"",""99.04233870967741"",""99.04233870967741"",""99.04233870967741"""
"30,""90.62500000000001"",""79.37499999999999"",""85.83333333333334"",""88.54166666666666"",""90.62500000000001"",""91.87499999999999"",""93.33333333333333"",""94.16666666666666"",""95"",""95.41666666666666"",""96.04166666666666"",""97.08333333333331"",""97.29166666666666"",""97.91666666666666"",""97.91666666666666"",""98.12499999999999"",""98.12499999999999"",""98.33333333333331"",""98.54166666666666"",""98.54166666666666"",""98.74999999999999"",""98.74999999999999"",""98.95833333333333"",""98.95833333333333"",""98.95833333333333"",""98.95833333333333"""
"20,""88.75"",""78.125"",""84.375"",""87.1875"",""88.75"",""90.625"",""92.5"",""93.75"",""95"",""95.3125"",""96.25"",""97.1875"",""97.1875"",""97.8125"",""97.8125"",""98.125"",""98.125"",""98.4375"",""98.75"",""98.75"",""98.75"",""98.75"",""99.0625"",""99.0625"",""99.0625"",""99.0625"""
"10,""91.25"",""80.625"",""87.5"",""89.375"",""91.25"",""93.75"",""96.25"",""97.5"",""98.125"",""98.125"",""98.75"",""98.75"",""98.75"",""99.375"",""99.375"",""99.375"",""99.375"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"""
